video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7284624613701733663,2023-09-30T10:24:46,144.0,US,,734100.0,48100.0,3852.0,7400000.0,Chris Gets Manipulated 😔😅🤣 @chrisdcomedy @realwhitneycummings #goodforyoupodcast #comedypodcast #manipulate #fypシ,False,,thedailycomedian,TDC,,,,,,False
7301023902287858976,2023-11-13T14:01:38,51.0,GB,,2759.0,68.0,112.0,52300.0,Nigeria.. the country that keeps giving! 😂🇳🇬 #nigeriantiktok🇳🇬 #nigeria ,False,,marvinabbey,Marvin Abbey,,,,,,False
7304069816669768992,2023-11-21T19:01:35,0.0,GB,africa,172.0,2.0,4.0,2000.0,"Scarification is a practice sometimes performed in some west african cutltures. It involves marking the skin with patterns/ designs, displaying the significance of an individuals identity and social standing #fypシ #abcxyz #africa ",False,,libarchives,LibArchives,,,,,,False
7304005458128424224,2023-11-21T14:51:38,89.0,GB,,109100.0,1197.0,678.0,690100.0,Since y’all love these videos so much #antm #americasnexttopmodel #tyrabanks ,False,,lifeofasillygirl,Zuhaila,,,,,,False
7289365509911399685,2023-10-13T05:01:07,5.0,CA,,745100.0,8169.0,13400.0,3700000.0,"I love you pookie , but I need a good plot twist (AKA male lead) to keep me going #kdrama #kdramas #koreandrama #korean #korea ",False,,zzau45,Zauritz💜,,,,,,False
7304785644902026529,2023-11-23T17:19:11,45.0,GB,,5692.0,54.0,47.0,38800.0,I have the ability to be mysterious! ,False,,msritab,Rita,,,,,,False
7296882595533442350,2023-11-02T11:11:29,39.0,US,,37400.0,294.0,257.0,779800.0,The Unbrush on natural hair. #unbrush #haircaretips #hairstylingtips #blackhaircare #naturalhairtools #blackhaircaretips #thickhairgrowth ,True,,meta_vie_good_health,Meta_Vie_Good_Health,,,,,,False
7304455701596769541,2023-11-22T19:58:46,8.0,CA,,24500.0,215.0,398.0,94600.0,"meet my bunny, her name is bunzai 🫶🏻",False,,zaccruzzz,zaccruzzz,,,,,,False
7291372348555447557,2023-10-18T14:48:41,25.0,NG,,63500.0,523.0,1566.0,625800.0,@Logistic Sheryl your video maddddddddd!!!!!!!thank you for bringing memories back!❤️❤️#virallllllllllllllllllllllllll #anderlynnobi #fyp #sheryl #xyzbca #konto #shoo #dance #dancing #dancer ,False,,andyofthegoodlife,Oluchiiiii✨✨✨💫,,,,,,False
7304729947329875206,2023-11-23T13:43:00,42.0,NG,,29200.0,171.0,818.0,439000.0,"My siblings were not happy with me when this rice finished 😂😂 cos they were hoping to take some to school, even my neighbors and my man couldn’t stop talking about how good it was so i’d definitely be making this again on Sunday 🤭 #christmassmenuclass #christmassmenuclasswithhildabaci ",False,,chukwusomagaa,CHUKWUSOMAGA✨,,,,,,False
7305275807528684843,2023-11-25T01:01:25,12.0,US,,85.0,0.0,7.0,598.0,#amandaguady ,False,,amanda.guady,Amanda Guady,,,,,,False
7304793819214581025,2023-11-23T17:50:58,0.0,GB,,80700.0,368.0,1892.0,1900000.0,Watching #nellarose since young its hard to see her go out like this. After just one misunderstanding her rep seems to be tainted and everyone got something to say about her Shes been at this since 2016 and yet this was enough to have many people including fans wanting her out!  What are your thoughts on this? #nigelfarage #ukip #nellarose #imacelebrity #imacelebritygetmeoutofhere #fred #fypシ #fyp #viral #black #blackwomen #youtuber #influencer ,False,,wise_waffler,Wise_waffler,,,,,,False
7305274553708629279,2023-11-25T00:56:30,21.0,US,,92.0,0.0,13.0,387.0,,False,,sonamsunar37,Sunita Bisowkarm,,,,,,False
7304745430749924614,2023-11-23T14:43:05,7.0,GH,,17100.0,878.0,337.0,220500.0,Billing #fyp #fypシ゚viral #ghanatiktok🇬🇭 #all #fypシ゚ #foryou #fypシvi #trending ,False,,humble.lion78,Humble Lion,,,,,,False
7293243022270008619,2023-10-23T15:48:03,12.0,US,,570.0,2.0,4.0,27500.0,‼️HONEST REVIEW‼️.                                     I have struggled to find good teeth whitening kits as a strong coffee/tea drinker and i love the way this products feels! It feels kinda warm unlike other mouth washes but i feel a difference after using it a couple times!! And the tooth brush is my NEW FAVORITE BECUASE OMG ITS SO SOFT‼️Thank you @Guru Nanda  Guatemala 🇬🇹 for sending me not only one of your mouthwashes but 2!! #pullingoil #teethwhitening #gurunanda #fyp #tiktokshop #creative #tiktokshopfinds #foryoupage ,False,,bbyy.adrianaa,𝓐𝓭𝓻𝓲𝓪𝓷𝓪🥰,,,,,,False
7304925138724719914,2023-11-24T02:20:53,37.0,US,,1500000.0,3800.0,25800.0,16000000.0,My Smiley Boy✨🥹👶🏼🩵✨,False,,parishilton,ParisHilton,,,,,,True
7304750508072307974,2023-11-23T15:02:47,0.0,CZ,,90800.0,2003.0,606.0,550200.0,full song in tg: textsmusic (link in bio) #señorita #camilacabello #aicover #ai #yoongi #suga #minyoongi #agustd #нейросеть #рекомендации #textsmusic #liiihope ,False,,liiihope,LIIIH✿PE,,,,,,False
7302978296550001962,2023-11-18T20:25:54,10.0,US,,973400.0,28700.0,5669.0,8200000.0,hangry to say the least @k_emeyers ,False,,linds.mm,lindsay,,,,,,False
7296185282561314080,2023-10-31T14:05:20,58.0,VN,,3700000.0,62100.0,21700.0,33400000.0,,False,,vanvibbtefh,vanvibbtefh,,,,,,False
