video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7306230265788042528,2023-11-27T14:45:00,80.0,GB,,1261.0,27.0,32.0,14600.0,"Everyday when i was a kid , I use to ask myself why does my dad listen to Daddy lumba . It makes sense now 🔥🔥 #fyp ",False,,dj_m221,DJ M #TheMagnificentOne,,,,,,False
7311162024262896942,2023-12-10T21:42:55,9.0,US,,10.0,0.0,0.0,316.0,#CapCut  #fyp ,False,,gayu_262,gayu_262,,,,,,False
7300981538152303877,2023-11-13T11:17:13,85.0,GH,,26300.0,255.0,443.0,176300.0,Tag all of them here 😂😂‼️ #iam_almed ,False,,iam_almed,ALMED ©,,,,,,False
7303556836895067393,2023-11-20T09:50:44,58.0,,,3096.0,0.0,0.0,25200000.0,"Spend LESS and holiday MORE when you buy @gillette, @olay, @oralb, and @oldspice from @walmart.",True,,P&G at Walmart,P&G at Walmart,,,,,,False
7304169533189770501,2023-11-22T01:28:20,28.0,GH,,25700.0,58.0,312.0,184300.0,Replying to @Slykolan A lot is said in this lyrics 🥹🔥#viral #tiktok ,False,,.midnyt,MIDNYT🕛,,,,,,False
7293128481951550726,2023-10-23T08:23:22,29.0,NG,,8216.0,29.0,56.0,50300.0,,False,,imade_jamal,Governor🥷,,,,,,False
7309441313366101254,2023-12-06T06:25:28,8.0,GH,,26900.0,2682.0,420.0,537700.0,#kofiquan #kofiquanmusic #quanmusic #trend #fyp ,False,,kofiquanmusic,Kofi Quan Music,,,,,,False
7309845979522452768,2023-12-07T08:35:49,11.0,GB,,676200.0,1777.0,3159.0,5700000.0,"I like to create a vibe before lectures which I call ‘Pre-Lecture vibes’. Some students come in vibing, but some come in like they’re Burna Boy himself. But this is the reaction students get when they enjoy the pre-lecture vibe too much 😂 P.S the time on the lecture screen behind me is wrong, it's a nightmare changing it! And of course its not my sound! Large up the girl singing though! Vocals 🙌🏿 #mothelecturer #prelecturevibes #student #uni #manchester ",False,,mothelecturer,Mo The Lecturer MTL,,,,,,False
7225748340783303978,2023-04-24T18:34:10,7.0,US,"me in love with you yes i am, facial hair shaving, face shaving, Dermaplaning Face, peach fuzz removal, shaving peach fuzz, face shaving asmr, peach fuzz removal on face, meagan carboney, women with facial hair",676700.0,77200.0,11000.0,48700000.0,This has been my fave for 6 years now!  Its so000o good. In my AmazOn!! #dermaplaning #relatable #cleangirl #cleangirlaesthetic  #amazonfinds #MomsofTikTok #faceshaving #hairygirlie,True,,meagancarboney,Meagan Carboney,,,,,,False
7305799973159881990,2023-11-26T10:55:13,94.0,GH,,48800.0,189.0,354.0,372200.0,Just speak your local language and save your strength 😭😂 #iam_almed ,False,,iam_almed,ALMED ©,,,,,,False
7307338796901600544,2023-11-30T14:26:41,109.0,GB,,66400.0,407.0,1078.0,523300.0,What nationality has the best looking guys? Top 3,False,,jessesaah,Jesse Saah,,,,,,False
7308439586911407390,2023-12-03T13:38:27,28.0,US,"kayla nicole, naomi campbell, naomi campbell walk, model runway walk, Nicole Tv, Travis Kelce And Kayla Nicole, model walk, kayla nicole meme, kayla nicole and deshae, Model Walk In Public",701700.0,1525.0,6174.0,6300000.0,What y’all think? Tips ? ,False,,nicoletv,Kayla Nicole,,,,,,True
7308058623442193710,2023-12-02T13:00:06,10.0,US,,248400.0,1604.0,1041.0,1100000.0,this song during the disney commercial breaks >>>,False,,yviain,Nia Ivy,,,,,,False
7309811806208412961,2023-12-07T06:23:15,9.0,GB,"jude bellingham, jude bellingham dad, mark bellingham, jude bellingham parents, jude bellingham family, jude bellingham mother, golden boy award, jude bellingham and his gf, bellingham family, jude bellingham girlfriend",354400.0,580.0,826.0,4500000.0,"Jude Bellingham reunites with his father, Mark, after winning the Golden Boy award ❤️ (X: matoribio85) #dailymailsport #dailymail #sports #football #soccer #realmadrid #judebellingham ",False,,dailymailsport,Daily Mail Sport,,,,,,True
7310574714156584224,2023-12-09T07:43:43,15.0,GB,,11600.0,343.0,106.0,76300.0,if i see you outside i will walk past x #nigeriantiktok🇳🇬 #naijatiktok #naijacomedy #coworkers #fyp #memes #fyp ,False,,naijamemequeen,naijamemequeen,,,,,,False
7292302892256578821,2023-10-21T02:59:40,34.0,GH,,82200.0,599.0,1268.0,1600000.0,CC: CampusWithSharkboy #ghanatiktok🇬🇭 #ecastupdate ,False,,ecastupdate,Ecast Update 🇬🇭🇳🇬,,,,,,False
7306244599238905119,2023-11-27T15:40:49,62.0,US,"buzzer beaters, jess hartman game winner, buzzer beater basketball, high school buzz beaters, andrew landis buzzer, best buzzer beaters, blake peters game winner, andrew landis basketball, buzzer beater basketball high school, top 10 buzzer beaters",1800000.0,6764.0,2353.0,20700000.0,TOP 10 BUZZER BEATERS FROM YOUTH BASKETBALL 😱 #fyp #gamewinner #basketball #foryou ,False,,courtside.films,Courtside Films,,,,,,False
7301347634873421102,2023-11-14T10:58:02,28.0,US,,22500.0,72.0,341.0,22100000.0,"What’s better than Pringles Salt & Vinegar? Using them in @Mr.Breakfast N’ Bed’s Salt & Vinegar Wings 🔥🔥 #pringles #saltandvinegar #wings #asmr   Ingredients: 1 can of Pringles Salt & Vinegar Crisps 2 lbs. chicken wings 1 tbsp all purpose seasoning 1 tbsp smoked paprika 2 tbsp avocado oil   Instructions: 1. Season your chicken wings with all purpose seasoning & smoked paprika 2. Add avocado oil & mix well 3. Allow your seasoned wings to marinate for 30 minutes to 4 hours (the longer the better!) 4. Blend Pringles Salt & Vinegar into crumbs 5. Toss marinated chicken with Pringles until completely coated 6. Pre heat air fryer to 380°F. Cook wings for 25 mins or until golden brown, reaching a minimum internal temperature of 165°F. 7. Remove when cooled and enjoy!!!",True,,pringles,Pringles,,,,,,True
7306965153726172459,2023-11-29T14:17:06,13.0,US,,655000.0,27000.0,6900.0,4400000.0,…and 4 and.                                            #fyp #band #violin #piano #robbed #3am #musician #music,False,,powderyjinx,PowderyJinx,,,,,,False
