video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7301818704046656773,2023-11-15T17:25:54,6.0,NG,,15400.0,60.0,124.0,146900.0,The man was too happy to send me away…  #bridaltiktok #weddingtiktok #nigerianwedding ,False,,ayahattih3,Ayah Ademilua,,,,,,False
7309969557538491653,2023-12-07T16:35:21,45.0,GH,,22500.0,298.0,830.0,291400.0,Tag ur favorite dancer to join this.#goviral #viralvideo #trend #dancer #dancer #dancewithpubgm #dwp #videoviral #trendingvideo #foryoupage #viral @Crispdal @Allo Danny❤️🕺🇬🇭 @Dance God 🦅🇬🇭 @ChampionRolie ,False,,kelvindefresh,Kelvin Defresh👌🏾👌🏾,,,,,,False
7300896690326736133,2023-11-13T05:47:58,257.0,GH,,17800.0,1035.0,509.0,386400.0,Nana Yeboah never disappoints ooo😂😂😂#funnyvidoes😂 #funnyvid #hilarousvideos ,False,,ogyampa10,Skipperjnr,,,,,,False
7311398805071531307,2023-12-11T13:01:55,59.0,US,,27.0,1.0,7.0,459.0,Replying to @kerensasumers ,False,,ms.sussex.if.you,Ms. Sussex If You Please,,,,,,False
7308111021195955488,2023-12-02T16:23:19,102.0,GB,,5871.0,24.0,570.0,51600.0,"Out of the country for a week and this is what I return to🤣 This one I must talk on because there is no way in hell I will let this one go 🤣 And before you comment o, I said What I said 👀 Oh…I’m for unity and peace 😅🤣🇬🇭🇳🇬 #fyp #hildabaci #nigerianjollof #ghanaianjollofisbetterthannigerian #ghanaianjollof #ghanaianmen #nigeriantiktok🇳🇬 #ghanaiantiktok #stitch ",False,,therealauntie_talk,TheRealAuntie_Talk,,,,,,False
7289267626524593450,2023-10-12T22:41:29,16.0,US,"High Peak Projector, Mini Projector, projector, high peak mini projector review, Mini Projector Review, projector in bedroom, high peak projector review, high peak mini projector, best projectors for bedroom, best mini projector",271400.0,7235.0,1109.0,35700000.0,The Revolutionary MiniProjector🚀 #fyp ,True,,highpeakco,HighPeak,,,,,,False
7301751264499551493,2023-11-15T13:04:11,169.0,GH,,32800.0,1778.0,1230.0,1000000.0,Aaaww his father betrayed him#jahblessmultimedia #nanadonkorarthur #ypfッ #yppppppppppppppppppppppp❤️❤️ #trending #comedyvideo #justforlaughs #akabenezertv #galaman #ghanaiantiktok #ghananewstoday #Duet #ghanamusic #ghanapolice #ghanamusic ,False,,jahblessmultimedia,Jahbless Multimedia,,,,,,False
7305101918274096390,2023-11-24T13:46:25,96.0,CI,,3959.0,59.0,256.0,64000.0,Replying to @Hassan01 Kano : Inside the Safest city Kano part 3 #kano #fyp #islam #religion #hisbah #kanotiktok #fyp #northnigeria #igbo #yoruba #nigeria ,False,,pharoukdamilola,Pharouk Damilola,,,,,,False
7310423716536519978,2023-12-08T21:57:53,170.0,US,,1492.0,7.0,28.0,43800.0,Is it really this hard to understand how to braid? 😅😂 #joyandchoi #ambw #interracialcouple #alopeciaregrowth ,False,,joyandchoi,joyandchoi,,,,,,False
7311406472502529286,2023-12-11T13:31:19,103.0,US,,18.0,0.0,0.0,344.0,#ghanatiktok🇬🇭 #ghanatiktokers🇬🇭🇬🇭🇬🇭 #ghana #africa #music #lifestyle @Sarkodie @eugyofficial ,False,,j_money221,MR BENJAMIN AKYEAMPONG,,,,,,False
7309861130518695174,2023-12-07T09:34:34,81.0,GH,,24.0,1.0,0.0,1078.0,Replying to @Victoria Tetteh55 ,False,,kyliejeffrey5,Everything trending 😂😘,,,,,,False
7292546125741952299,2023-10-21T18:43:39,34.0,US,,210600.0,2602.0,2134.0,2300000.0,"Christmas With Brandy, new album out 11/10 ❄️",True,,brandy,brandy,,,,,,True
7308739394616249643,2023-12-04T09:02:06,94.0,US,,29500.0,400.0,780.0,376800.0,#autismawareness #autism #autismacceptance #positivity #rebornbabydoll #heygopher ,False,,heygopher,Groundhog,,,,,,False
